OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2023-01-01 01:00:00,16541.77,16545.7,16508.39,16529.67,4364.8357,2023-01-01 01:59:59.999,72146293.5867229,149854.0,2179.94772,36032352.8703572,0.0
2023-01-01 02:00:00,16529.59,16556.8,16525.78,16551.47,3590.06669,2023-01-01 02:59:59.999,59376757.3446092,126556.0,1730.24901,28617416.0048643,0.0
2023-01-01 03:00:00,16551.47,16559.77,16538.14,16548.19,3318.84038,2023-01-01 03:59:59.999,54919453.3756213,115398.0,1611.12302,26660867.8677365,0.0
2023-01-01 04:00:00,16548.19,16548.19,16518.21,16533.04,4242.0805,2023-01-01 04:59:59.999,70122541.9374544,137724.0,2096.09287,34649044.4851304,0.0
2023-01-01 05:00:00,16533.04,16535.97,16511.92,16521.85,4285.00909,2023-01-01 05:59:59.999,70802644.4781446,129535.0,2188.40175,36159818.0240712,0.0
2023-01-01 06:00:00,16522.22,16534.98,16512.3,16530.71,3717.37178,2023-01-01 06:59:59.999,61412217.1273777,118541.0,1925.65583,31812891.5854562,0.0
2023-01-01 07:00:00,16530.71,16550.0,16528.81,16539.79,3344.90206,2023-01-01 07:59:59.999,55329560.6534511,106074.0,1625.16179,26882457.0576409,0.0
2023-01-01 08:00:00,16539.79,16544.57,16499.01,16526.19,5184.95822,2023-01-01 08:59:59.999,85663591.9296989,148545.0,2476.59015,40917573.3652945,0.0
2023-01-01 09:00:00,16525.7,16534.03,16508.45,16513.34,4271.92023,2023-01-01 09:59:59.999,70568383.4577827,135605.0,2092.4027,34565020.0940138,0.0
2023-01-01 10:00:00,16513.33,16542.49,16505.2,16537.88,4100.75049,2023-01-01 10:59:59.999,67754195.982209,134070.0,2103.34139,34752675.689757,0.0
2023-01-01 11:00:00,16538.32,16548.71,16533.42,16548.34,3803.76616,2023-01-01 11:59:59.999,62913519.976031,128045.0,1938.08864,32055964.449014,0.0
2023-01-01 12:00:00,16547.98,16557.0,16540.2,16556.66,3739.53013,2023-01-01 12:59:59.999,61883892.7802737,134038.0,1870.39915,30952930.3702025,0.0
2023-01-01 13:00:00,16556.66,16572.94,16548.58,16560.93,4150.48564,2023-01-01 13:59:59.999,68733338.0555451,146800.0,2064.92986,34196174.0066522,0.0
2023-01-01 14:00:00,16561.29,16567.26,16539.05,16548.04,4379.68203,2023-01-01 14:59:59.999,72483198.3094618,151206.0,2132.25783,35289079.896103,0.0
2023-01-01 15:00:00,16547.61,16558.56,16540.85,16542.94,3294.99093,2023-01-01 15:59:59.999,54535015.5423522,110412.0,1660.99212,27491283.0499973,0.0
