OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2023-01-01 01:00:00,16541.77,16628.0,16499.01,16616.75,96925.41374,2023-01-02 00:59:59.999,1604793789.6772127,3218355.0,48548.78168,803841673.8350587,0.0
2023-01-02 01:00:00,16617.17,16799.23,16548.7,16672.87,121888.57191,2023-01-03 00:59:59.999,2034683215.2678783,4036118.0,60925.25948,1017074780.6918063,0.0
2023-01-03 01:00:00,16672.78,16778.4,16605.28,16675.18,159541.53733,2023-01-04 00:59:59.999,2662765916.3256683,5097596.0,79595.76246,1328471402.7136745,0.0
2023-01-04 01:00:00,16675.65,16991.87,16652.66,16850.36,220362.18862,2023-01-05 00:59:59.999,3709833209.845365,6310703.0,109747.11502,1847617011.385377,0.0
2023-01-05 01:00:00,16850.36,16879.82,16753.0,16831.85,163473.56641,2023-01-06 00:59:59.999,2751080253.8177333,4842014.0,80959.57162,1362471754.0532992,0.0
2023-01-06 01:00:00,16831.85,17041.0,16679.0,16950.65,207401.28415,2023-01-07 00:59:59.999,3490305009.6881223,5388661.0,103320.22965,1738828235.2023005,0.0
2023-01-07 01:00:00,16950.31,16981.91,16908.0,16943.57,104526.5688,2023-01-08 00:59:59.999,1770201710.2089734,3227161.0,51624.83107,874295207.6365124,0.0
2023-01-08 01:00:00,16943.83,17176.99,16911.0,17127.83,135155.89695,2023-01-09 00:59:59.999,2291925699.9585457,4036092.0,67200.6025,1139647002.7608514,0.0
2023-01-09 01:00:00,17127.83,17398.8,17104.66,17178.26,266211.52723,2023-01-10 00:59:59.999,4590284350.546169,6327667.0,131748.52517,2271681164.7993326,0.0
2023-01-10 01:00:00,17179.04,17499.0,17146.34,17440.66,221382.42581,2023-01-11 00:59:59.999,3829247653.7311053,5448751.0,109377.45606,1891995855.287608,0.0
2023-01-11 01:00:00,17440.64,18000.0,17315.6,17943.26,262221.60653,2023-01-12 00:59:59.999,4586965947.26355,5627464.0,129944.5693,2273368097.029264,0.0
2023-01-12 01:00:00,17943.26,19117.04,17892.05,18846.62,454568.32178,2023-01-13 00:59:59.999,8348431207.846009,8911373.0,227295.33172,4174813798.3828607,0.0
2023-01-13 01:00:00,18846.62,20000.0,18714.12,19930.01,368615.87823,2023-01-14 00:59:59.999,7061633461.444734,8021774.0,183448.89377,3515300890.3050575,0.0
2023-01-14 01:00:00,19930.01,21258.0,19888.05,20954.92,393913.74951,2023-01-15 00:59:59.999,8183071567.046188,8659545.0,197817.55209,4109568162.1704197,0.0
2023-01-15 01:00:00,20952.76,21050.74,20551.01,20871.5,178542.22549,2023-01-16 00:59:59.999,3710526606.138964,5194354.0,88310.83908,1835436631.7038705,0.0
2023-01-16 01:00:00,20872.99,21474.05,20611.48,21185.65,293078.08262,2023-01-17 00:59:59.999,6168654053.042638,6856434.0,145352.66942,3059597458.3853526,0.0
